gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,1,1280,4096,ck,8,0,14.2236,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0.74,369.07,0.0
gfx950,256,2,1280,4096,ck,8,0,14.2731,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.47,368.26,0.0
gfx950,256,4,1280,4096,ck,8,0,14.3084,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.93,368.28,0.0
gfx950,256,8,1280,4096,ck,8,0,14.3739,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.84,368.45,0.0
gfx950,256,16,1280,4096,ck,8,0,13.8774,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,12.09,385.47,0.0
gfx950,256,32,1280,4096,ck,8,0,14.0399,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,23.9,388.6,0.0
gfx950,256,64,1280,4096,ck,8,0,13.9962,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,47.95,405.03,0.0
gfx950,256,128,1280,4096,ck,8,0,13.8253,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,97.08,440.85,0.0
gfx950,256,256,1280,4096,ck,18,0,17.2314,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,155.78,403.15,0.0
gfx950,256,512,1280,4096,ck,18,0,17.5233,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,306.38,493.67,0.0
gfx950,256,1024,1280,4096,ck,2,0,26.4698,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,405.65,455.56,0.0
gfx950,256,2048,1280,4096,ck,0,0,34.1317,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,629.18,552.99,0.0
gfx950,256,4096,1280,4096,ck,0,0,56.3693,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,761.93,576.66,0.0
gfx950,256,8192,1280,4096,cktile,28,0,61.1192,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1405.44,977.91,0.0
gfx950,256,16384,1280,4096,cktile,11,0,130.9265,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1312.18,872.97,0.0
gfx950,256,32768,1280,4096,cktile,11,0,249.9686,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1374.56,893.5,0.0
gfx950,256,1,2304,4096,ck,8,0,14.3098,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.32,660.1,0.0
gfx950,256,2,2304,4096,ck,8,0,14.4682,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.61,653.47,0.0
gfx950,256,4,2304,4096,ck,8,0,14.4783,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.21,654.22,0.0
gfx950,256,8,2304,4096,ck,8,0,14.6171,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.33,650.39,0.0
gfx950,256,16,2304,4096,ck,8,0,14.0267,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,21.53,682.73,0.0
gfx950,256,32,2304,4096,ck,8,0,14.1174,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,42.78,688.21,0.0
